sample,order,type,batch,1-methylhistamine,2-Arachidonyl glycerol,2'-deoxyadenosine,3-deaazadenosine,3-IPA,3HK,5-Aminolevulinic Acid,Acetylcarnitine,Adenosine,Alanine,Anandamide,Arachidonic acid,Arginine,Asparagine,Aspartate,Betaine,Butyrylcarnitine,cAMP,Carnitine,Choline,Colchicine,Creatine,Cysteamine,Cysteine,Cytosine,DMGV,GlucosePos2,Glutamate,Glutamine,Histidine,Î±-keto-Î²-methylvaleric acid.1,Î±-keto-Î²-methylvaleric acid.2,Isoleucine_Leucine,Kynurenic acid,L-Homoserine,Methionine,Phenylalanine,Phosphocholine,Proline,Riboflavin,Serine,Serotonin,Spermine,Taurine,Thiamine,Threonine,Thymidine,TMNO,trans-HYP,Tyrosine,Uridine,Valine,Valine-d8
1016,1105,S,13,1315869.6,124931.3,4940.714,23900.934,13797.662,3934.699,11099.4835,39283794.07,237045.34,11666.727,31412.935,75218.048,11611271.93,10109.5739,13362.497,19284265.59,9845120.398,50197.45,35049586.7,158753.0065,1317.7085,1979.7076,346.775303,3046.956464,70979.96,66337.645,361861.2,706323.053,156742.9055,13486328.21,2387.1002,290459.091,4595072.31,354542.364,35448.8982,199102.895,18862326.4,139363.7,46740773,115709.88,32137.253,19340.946,6816586.84,90109.542,19168.557,331015.515,4697.921,10321.23111,1795.769,6339042.97,602863.566,822165.31,153919.85
1017,1106,S,13,1102749.4,67867.82,4876.377,15192.845,10190.629,4318.485,1013.126877,33440450.23,245492.46,65398.341,19803.584,34132.745,15632041.93,7708.0343,16318.822,14481701.77,4050683.941,37412.73,19815828.2,120806.592,1244.2681,2611.9431,141.303421,3426.598264,23492.83,35029.858,1333439.9,851863.445,140866.9343,13751206.45,1076.70132,292230.716,9444609.37,172240.442,39290.3716,213584.1335,29836259.4,166921.2,31344624.8,254777.28,24277.236,12060.798,3752482,58798.279,29815.975,318875.187,3529.17,115923.0478,1321.5404,8130883.72,633472.492,1155247.784,148684.42
1018,1107,S,13,1154596.9,90361.33,5175.195,18127.197,32145.01,5690.689,4407.1665,16412470.05,223900.76,10772.027,17315.648,63584.347,13779738.85,11062.3723,14712.145,15927169.94,3026044.111,37245.38,28689286.95,120922.751,1112.4723,2397.1528,1106.187754,2112.9915,117228.02,27752.627,773785.6,717536.87,178331.3075,12702871.55,381.2923,305239.209,4823049.94,184321.43,15426.3317,224765.804,18786474.2,171366.97,39449470.9,122759.87,20866.938,16996.326,4295215.55,45011.959,28710.202,167613.058,4689.944,4110.987641,1644.9993,5894647.34,688745.794,846002.39,205452.54
1019,1108,S,13,1773947.5,120643.22,5245,20837.914,8782.338,3800.493,4299.878131,60175579.11,206615.3,14674.101,28511.924,56781.06,8715619.04,8728.844,9916.236,17364350.73,11079465.56,27500.31,45945500.97,71135.7345,1078.2771,1619.558,337.971504,489.885,57814.65,41323.124,650478.7,553534.352,161574.4205,12366118.5,997.38203,277606.573,5391917.82,131992.254,25696.0519,375095.4495,19948672.9,121334.6,41245722.9,195665.76,20004.84,28319.337,6726235.93,67775.097,55006.141,230096.061,4308.123,20113.13486,998.134,7262052.36,593194.482,960586.559,136952.82
1021,1109,S,13,1524438.4,96326.56,4722.654,20010.967,34575.355,2909.508,6561.972156,36351989.11,201425.11,24788.57,19494.57,45719.942,13054891.38,8590.0674,10846.01,21483751.46,4325110.077,31374.45,38418023.15,122477.1065,890.8694,2613.1908,642.806412,3501.766227,33487.51,36324.421,944699.8,819823.283,174702.1295,13269710.02,1016.66575,328345.204,5808863.89,255887.83,21915.948,135767.8625,23809478.9,125127.29,18631050.8,134450.95,29154.905,14892.495,5944494.26,121239.662,36552.54,118463.555,3887.034,18333.56609,2204.9345,6463594.57,856503.37,832419.728,132367.73
Pool,1110,QC,13,1250261.5,93399.95,4543.638,28587.123,25748.183,4048.256,4403.284877,28969714.58,298978.64,37355.344,28245.4,57528.371,15598401.9,11698.4672,15872.963,19221248.03,6468651.89,78354.64,26056733.26,73183.9535,2225.5874,1370.0413,106.856,2741.765178,71594.83,21342.702,790792.3,549120.275,220746.344,12708357.98,1118.84874,318545.575,7373165.45,319614.902,11952.6775,247061.1265,20955332.8,134963.23,23273701.3,247059.03,68665.055,14649.946,4099123.24,70660.153,33644.252,312266.226,3794.735,124705.3865,1153.896,4794684.5,517189.062,827135.416,145566.5
1022,1111,S,13,1466219.8,122353.64,5107.535,15844.571,3298.142,7646.793,846.3786766,47370504.35,255821.91,14468.599,36046.105,49134.894,5232038.27,37346.1068,15928.689,21608808.5,8056206.865,1211503.5,37510702.23,69074.893,1264.9363,1875.6764,65.336,2465.11918,102937.44,41021.892,343298.4,1176490.543,207045.1715,8475163.63,898.28514,591452.881,5048175.5,141028.474,13311.9668,442118.659,15806022.7,172304.39,24642793.3,220025.49,12858.054,10692.061,4476489.07,31011.32,13963.823,244175.121,3839.436,86875.43263,2007.2732,5250907.81,596688.816,465660.52,131961.56
1023,1112,S,13,1181715.5,85219.85,4692.828,17200.986,42205.27,4188.868,621.288521,23295450.41,189112.5,19801.583,11170.941,52046.277,19882958.67,22970.6924,11911.818,15986306.04,1307849.94,26342.85,31750201.93,58180.6325,1051.5718,2633.1346,290.540885,4081.577625,53464.91,22558.723,216193.6,562874.317,156188.7095,13817357.61,781.8167,331436.379,7400473.62,170509.858,30190.6281,214554.317,21022388.5,169061.67,30519907.1,90532.05,18358.561,11525.434,5404544.94,55770.946,18322.499,149003.07,3065.41,162823.5833,1705.6011,5652232.62,570416.144,838966.6,127131.27
1024,1113,S,13,1041958,44394.68,4401.87,15731.115,53465.052,5522.88,10530.13935,3112863.76,217992.11,8231.074,22972.211,34756.677,20573613.55,16110.5083,20968.532,13572831.84,2665473.854,39190.34,19649169.46,46324.7455,930.0431,1800.4191,1412.382759,3304.181173,36478.54,12192.767,647811.2,325159.83,191377.9015,15585338.04,942.28927,482590.935,6428343.57,227969.266,17917.7137,431181.276,35812664.8,201814.4,34823979.1,232088.7,19891.182,28765.649,5467444.22,43645.605,22163.19,232471.454,3953.48,1874.833593,1608.4677,7682049.06,249444.334,1061907.208,122464.37
1025,1114,S,13,1255359,112549.66,5586.523,17328.447,23679.077,3876.718,1858.300983,14134586.82,195795.7,36750.935,20699.515,59268.866,16191981.45,8937.329,13320.014,17530654.35,3437335.707,35057.07,33319700.27,67991.384,1206.2367,1803.2812,637.146567,2136.898058,38758.04,30843.962,564026.8,547267.801,195890.1965,12348634.76,448.15861,486311.284,6365869.51,221800.17,79776.434,331689.105,20389421.3,134104.94,24797081.3,119013.35,22036.786,18161.036,6323150.22,40687.029,14424.749,196476.193,4434.414,61788.66881,1492.1719,5041783.43,420886.202,1097847.923,155488.91
1026,1115,S,13,1083888.8,83957.77,3800.812,13860.32,19518.908,4914.446,9673.517,14464691.27,178339.78,17790.698,22854.589,52155.63,16145372.42,30535.2955,12641.647,11541292.39,7933140.837,35632.78,23571084.68,75485.1335,953.0083,1142.8405,582.403831,3310.3645,29871.58,16125.504,569188.5,558165.35,135291.4258,13485895.81,2093.35743,306377.107,6429134.63,408329.354,36437.2506,193969.935,18747848.8,151447.08,25757896,205760.15,36242.201,18538.696,4168682.65,58684.86,88392.923,196270.653,3740.451,2146.538474,1328.0368,5364832.05,654668.252,1158626.88,159888.18
1027,1116,S,13,1100559.5,75025.94,4085.884,16505.037,8829.192,2695.888,1500.201,55277377.61,182192.72,6206.975,23169.226,43955.433,19787372.22,9133.1607,8710.554,13762042.09,5472435.4,35474.15,32987579.48,69667.2675,1187.7964,1596.3648,262.012,2399.449287,35572.59,44308.23,766135.7,554972.598,142158.6795,18492865.07,1061.96791,360297.33,10106972.79,263137.722,12852.6829,234367.8775,18193856.7,140613.95,23862286.3,3841785.88,20512.288,14518.136,4060739.47,62767.228,21589.671,206411.617,3963.577,156404.788,1527.5937,4074097.72,422158.174,1276220.665,120966.02
1028,1117,S,13,1381829.7,64403.45,4335.852,20626.935,15363.429,4702.011,9208.859,30523251.26,198406.31,35036.058,21551.319,44678.148,8602974.59,24860.9863,12120.83,21314161.51,18675740.65,39719.05,45629651.58,185742.126,1058.6379,2471.9677,2033.865991,3789.64757,47040.79,100491.927,487994.3,522190.888,184551.1663,12510730.93,1149.14756,404489.337,11896652.21,409569.414,16851.0408,311719.148,25268000.9,188344.05,38540461.9,503073.47,13616.872,20049.361,6046860.13,82051.128,31311.377,229797.391,4134.583,622921.7729,1314.8144,5466434.54,538285.73,1843056.971,263532.48
1011*,1118,SR,13,1156255.5,90798.75,4102.562,21077.773,30908.454,4501.949,11330.913,13484661.57,211032.17,24044.01,15672.698,73261.896,20948949.49,27958.4828,11936.599,15248766.29,15253090.26,27771.51,25201462.7,75183.2935,1410.0277,1323.7524,2097.928847,3161.126642,30245.33,16400.543,423412.6,484334.946,206664.0005,20258600.66,916.56577,379307.096,5544247.4,195123.44,59570.6019,200940.2415,18549286.2,170363.3,18058502.3,60052.25,17679.379,14516.159,6313037.21,115981.323,17434.729,194407.633,4115.105,50688.6585,638.3338,5803629.59,540163.082,637144.817,117880.77
1029,1119,S,13,1054447.5,89385.31,3873.956,14580.432,8649.928,4169.657,8759.395769,36941809.97,208052.37,28284.23,23405.861,33703.392,17038779.12,8981.2369,8076.823,16913587.46,4556513.767,22286.79,31568546.23,89301.804,674.4398,1579.2458,1641.450581,1500.973943,64361.79,12735.247,474816,358909.475,121873.8685,9810984.28,2361.21344,379290.035,5920221.31,98893.248,93611.397,305239.475,18672008.1,136225.54,23446920.8,67343.47,7931.34,11445.974,5148224.81,52520.038,11414.465,106413.456,4378.035,311579.0033,836.0828,4196337.36,784717.576,794969.884,253609.04
1030,1120,S,13,1249963.9,114640.03,5564.614,17106.627,37334.06,3862.748,7224.007,31730126.92,198746.22,32197.055,30625.122,62664.025,7850897.61,11036.8367,10548.224,18356476.7,12870396.55,45149.55,38317413.8,150395.3485,1679.2769,1875.8242,335.715314,2210.474611,39993.57,64157.451,656786,583606.315,106455.6315,12174334.24,611.78971,301355.662,6130266.91,260335.624,10705.8975,185085.3025,20081278.3,111783.44,35935291.1,186865.35,26521.102,11474.739,5393623.45,97565.936,46671.449,136355.054,3142.973,4655.555623,2026.3805,3570862.02,728464.678,855168.827,119195.47
Pool,1121,QC,13,1271369.2,87984.86,5677.092,32384.556,25072.569,3634.233,6599.9605,29201565.22,227008.21,48311.615,25656.453,54906.158,16355194.55,8879.2368,11034.232,15352990.83,7855032.015,85429.78,28744224.04,58172.824,2475.8438,2028.313,511.935968,1174.045958,51457.87,21232.011,367863.8,552364.273,152248.1125,11780241.39,1586.9058,353068.633,5191806.61,214361.086,12350.8607,369483.08,16872657.8,137870.62,21386709.6,250937.49,80377.551,14734.222,5496695.84,81776.531,38708.04,265731.143,3516.12,3797.665458,1394.89,4511122.76,523987.732,675097.798,107625.48
1031,1122,S,13,1416839.1,77195.41,4219.964,19392.24,56908.528,3804.212,5336.065,28996433.33,242308.8,39341.77,27051.227,51222.203,5112579.18,23207.1322,12950.541,20740827.95,5483914.156,28959.91,40296125.92,164414.393,804.5745,1887.9201,891.289492,4356.022228,70140.14,27259.989,482307,640089.742,123733.1332,9829977.47,1008.25271,348080.065,4550044.63,237970.144,14272.0391,170973.04,16379038.2,170025.8,44875601.5,70648.05,29266.435,9021.64,7104326.73,112197.099,38568.656,192049.34,4713.882,21098.49803,1417.365,3264159.3,760991.492,597816.329,159181.74
1032,1123,S,13,1333000,97136.82,4798.69,21335.798,15118.675,3782.97,8890.7555,13708968.33,239935.52,15868.656,18962.578,71973.6,7846814.8,17639.1124,13594.515,15756373.69,4547818.25,45988.07,47852113.92,177927.716,1005.7468,1539.2518,129.968342,3605.584419,26759.9,42139.277,369420.9,971309.155,99202.9652,10130566.06,2122.95337,314943.341,6243281.48,363316.75,7955.7431,315466.2705,20965517,127285.87,34788877.3,701069.85,13555.555,2288.986,6456441.66,241681.25,99147.083,153921.845,4545.728,561768.6873,2042.2573,5506569.92,745096.532,1215229.795,175082.16
1034,1124,S,13,1020997.5,116737.1,4982.524,13769.348,11728.493,5461.827,3865.020041,48842958.08,185408.78,6894.994,18595.13,62133.546,10294947.36,14184.3201,12407.545,16682162.82,3985735.212,28689.91,24377256.25,89237.5955,1559.5423,1136.5184,593.442417,2826.765131,29936.63,6570.088,418906.4,429885.81,156450.4495,14769359.45,402.43501,301795.573,5405843.93,180904.48,52273.758,152613.0725,14610914.6,92030.21,17119537.3,102063.37,44164.742,16665.01,5042859.65,56005.483,9734.026,157662.76,3856.053,4015.096959,1657.114,4369423.14,625416.65,618196.089,87805.32
1035,1125,S,13,1120354.8,124089.65,5745.192,18252.542,7269.95,1712.14,20915.9855,27090521.61,182572.17,13109.139,21450.156,56249.881,5386752.01,10825.8842,18912.159,18650952.97,8659468.365,70548.12,28714177.44,115109.6335,1627.5572,807.6365,1429.872,1872.409157,54561.98,24258.439,555641.9,877253.573,79378.318,11250993.78,1700.7468,339536.814,12790574.49,253036.204,13506.7077,372424.373,20131465.9,126418.14,30898598,105004.96,69216.123,11262.674,3526307.65,27444.444,16531.029,167327.721,3543.481,139658.835,1000.553,6240220.34,432138.718,984610.194,133592.51
952***,1126,BR,13,1231761.9,99186.5,3968.818,13930.637,4684.022,4398.364,12262.6915,56034175.36,182061.17,19690.772,21563.18,46515.828,11470623.12,34783.6719,8316.628,16348140.64,9408803.75,39335.64,36949545.71,77783.9485,1462.1451,2605.0648,91.60096,2159.816727,39529.57,13300.225,688836.4,385215.406,114661.8555,11575356.65,798.41136,310674.839,6946560.68,351239.578,7495.6145,209324.2595,17215489.2,173772.01,12963421.3,1546964.23,47588.018,15846.609,6621610.14,99535.462,18635.43,107289.4,3295.398,9827.70955,1151.8353,4703682.85,768210.75,919167.069,98445.34
1023*,1127,SR,13,896889.7,85077.41,3729.036,17685.899,27975.816,3298.093,937.8184159,11785630.29,243053.07,6287.282,20002.609,46143.306,21425833.18,6011.3081,9295.48,16412649.51,5188279.442,25416.91,26708577.44,27973.2555,1116.2676,1346.528,643.845954,1832.862839,23292.8,21055.983,556282.8,520150.286,122582.2361,13438877.17,543.92865,249285.578,5549558.89,114634.97,7178.5361,152133.974,15656201.1,143131.71,20379753.3,84988.45,14043.376,9621.906,4815274.07,45069.179,11857.435,158897.031,3200.016,30610.83859,1903.2778,3376613.25,472071.172,967745.256,97062.74
1036,1128,S,13,1093553.4,96592.83,3461.076,17877.239,6547.686,4655.262,4652.216863,23708868.12,183095.47,4042.693,25557.499,54959.568,13676110.15,14376.8177,9388.63,6196849.622,10573286.92,30941.59,26027243.15,66397.1825,1283.6843,1524.5879,162.56104,2588.788294,62143.6,14575.628,456011.1,460954.417,114236.645,13029590.81,1647.57146,299415.43,5856977.73,249246.504,9095.369,193679.3115,15200452.8,134738.69,33490423.1,90107.16,15114.236,11979.591,5506042.38,21759.716,19271.268,151196.28,4053.381,150269.2997,1078.5693,4815499.54,589654.102,982819.662,109482.71
1037,1129,S,13,962804.1,75928.14,3077.824,18130.615,44980.619,3938.612,6933.309,10149524.79,229419.76,22396.99,22188.726,47808.412,12717631.62,11369.2949,23277.535,16067031.54,8278690.472,23937.6,23626658.36,118954.324,872.0824,2284.369,1635.17292,3703.20159,10373.17,23620.962,439921.6,579878.069,123652.877,12320937.3,1022.22463,317671.462,4639231.73,286161.47,8755.6372,152996.686,16854358.4,125137.35,34787784.7,150723.59,15223.171,10297.655,3454006.22,161690.128,29755.72,155951.356,4052.889,5384.588129,1161.33,6296833.26,432247.682,790390.616,136807.77
1038,1130,S,13,1109106,114619.66,7116.168,18346.131,24481.528,3062.163,8734.3415,21726799.15,172522.09,34667.661,23493.898,59939.95,10297813.28,14881.4546,12115.892,21778087.28,7740024.199,38506.02,35422460.55,81972.323,1241.0145,1426.2877,487.272992,2603.777369,22874.56,28601.967,862025.3,573408.627,148660.799,12072851.79,909.29633,433248.138,5145973.12,143870.544,65339.055,347602.215,16101893.6,91944.5,27771763.2,405586.74,10491.735,18053.189,5010086.99,37517.253,26523.17,136257.65,3376.868,316874.9721,1363.7565,6438657.65,687049.672,927022.702,118523.18
1039,1131,S,13,964038.2,93948.55,5018.934,17904.984,11522.544,2748.501,7475.6015,16459710.23,211847.2,21337.241,12365.478,51950.785,12961102.85,15007.2596,8850.977,11263538.44,3258911.043,35015.38,23504902.91,35205.302,970.1453,1096.029,172.452621,1654.757301,15214.58,18210.116,313681.1,416806.752,121366.6445,13774592.14,1178.36008,531492.588,6014905.41,160690.302,17369.445,573777.3355,23390701.3,115537.58,26333892.4,112158.12,9906.255,8191.625,3672128.37,92088.293,23383.797,146149.119,3838.86,3926.039918,946.4813,4547677.79,939134.44,729380.928,105953.15
Pool,1132,QC,13,1096319,92662.77,6608.984,31525.34,23001.934,3906.628,4507.3335,24836569.61,201043.21,13295.792,35038.068,64176.792,16490701.41,6104.3702,11556.783,19012851.94,9827045.632,90339.95,29102836.06,54924.2925,2320.2864,1131.5228,574.537942,2848.661595,30800.4,51488.059,492392.3,489535.621,134593.9625,12685272.41,1609.89727,355493.34,5415211.16,262827.716,13824.9894,225422.3245,17722531,126283.98,21248201.7,251544.43,34893.262,11224.941,6599266.86,71653.648,48939.733,131695.341,4009.902,81849.583,1206.3646,4646513.42,547309.544,884853.627,119176.67
1040,1133,S,13,969760.2,81509.38,3278.669,12850.046,33937.332,4172.163,1566.9745,42937468.02,199765.27,5886.576,25857.805,47726.74,14844251.3,8179.4203,7947.415,15131245.67,1825439.796,32294.37,17149241.56,50318.3345,1055.2236,1355.6807,343.996982,2296.673793,74737.26,8733.73,370667.4,370432.285,114547.3441,16027052.72,689.02588,220393.029,3455241.68,189089.636,13091.9318,161083.391,13638751.3,110971.57,17056485.2,164874.03,17867.662,16081.665,5194653.89,40824.357,20054.964,133875.572,3205.606,1576.121602,1995.9031,2840752.47,651579.726,580973.643,150576.47
1041,1134,S,13,1075290.4,120319.46,4218.948,17024.933,22435.673,6340.441,13650.105,24966785.29,216249.5,5236.328,18709.157,64962.166,13137327.77,9599.8107,12279.968,31309440.56,3987000.175,39609.69,18867177.73,71223.816,1281.0029,1666.4289,232.632371,3326.588,78159.38,42109.955,683711.2,646297.58,148442.683,15199755.05,970.5124,333936.199,7340963.42,281890.32,12189.592,593605.739,22959617.3,113271.09,32306304.6,470359.87,13767.823,15328.825,6888356.64,68736.228,15903.335,221310.272,3891.953,4683.86888,1416.5245,4015424.81,550170.61,602612.098,114949.54
1042,1135,S,13,1155438.5,68134.74,3931.098,13947.081,18058.503,22484.18,6201.677323,3420829.09,183519.37,7196.884,16301.792,41801.991,19918155.4,2564.1379,9361.333,9014317.251,3652561.368,34544.56,23719017.71,41986.8305,1263.2347,1495.8026,225.623226,1497.164764,34349.35,16531.831,505787.6,363726.537,130307.7865,12318578.62,366.73204,303211.811,6487199.58,328864.956,95263.6841,241975.851,18848950.6,126925.34,16559722.1,102793.34,19470.95,9506.762,3606726.09,113716.72,18388.016,155686.328,3501.612,5582.186819,1699.4285,6081571.27,615074.752,1218307.108,101887.5
1043,1136,S,13,921847.8,130728.46,2652.558,13762.395,6456.877,3153.323,2540.7685,47957239.31,172734.37,2819.131,24781.224,72503.497,20041624.52,5036.243,7181.092,5526155.308,5632405.638,19947.83,24361138.62,15828.543,1221.0394,1426.9543,35.62053,1399.971752,31124.47,9998.067,616078.2,354886.117,102692.118,12001852.96,400.83981,298743.074,2953384.13,142414.268,5590.5834,132806.0445,12363997.5,109412.48,10451012.8,93229.14,11364.324,15924.619,4606815.33,22622.239,12342.166,121806.458,3671.541,25560.80898,948.3801,4617343.8,603547.991,456068.021,115065.47
1044,1137,S,13,1059493.5,78375.26,2561.244,13233.139,7663.631,4465.325,3872.137,37475063.43,191166.06,40971.052,18044.12,41843.662,18262694.43,8262.0037,8027.552,9202880.005,3911398.318,22629.56,35632453.46,21444.0085,1329.8938,1410.998,118.906366,2561.970388,32262.15,28117.159,398417.6,524006.038,112906.659,12652160,1175.45225,341238.567,5106090.27,158254.21,2387.055,98961.827,12047800.1,103513.4,9611127.4,96979.81,8786.104,16967.765,4731293.77,273576.444,20128.775,107162.835,3382.213,1831.790757,1016.2951,5339544.01,405702.199,683428.084,84700.33
1045,1138,S,13,1128074.4,97341.51,3625.86,17576.149,11930.307,15386.753,7185.994,45802045.49,180082.42,9801.041,19940.341,47424.189,7839323.9,5695.6086,10467.589,24814790.66,11989713.49,3319294.64,33017995.22,79289.702,898.138,2072.3525,1393.311698,1930.178665,36923.81,44337.733,545290.2,444595.14,99276.7183,12029747.69,857.32451,330518.667,6152779.01,215227.232,7524.1448,194710.4555,13477808,175805.73,14164825.2,130307.41,11943.172,7101.278,5192142.94,155897.749,33898.427,88410.561,3066.575,53227.7365,1635.1313,5294870.17,384989.442,1314686.435,128116.01
1046,1139,S,13,780456.3,94827.07,4102.954,15005.593,31552.954,4453.191,1727.820107,26551118.82,194669.04,28989.943,21131.072,53100.988,18233828.95,5718.4734,8055.49,3242967.013,2718250.544,27788.86,26205514.62,17772.577,977.1339,1007.4811,591.384525,1086.82023,18730.17,17642.7,337751.8,275003.007,103068.5579,12608850.8,479.70083,285571.684,5113078.19,197946.206,26906.505,244899.9405,15977477.4,140024.44,4526480.4,116981.9,9218.418,4481.391,3304540.97,38571.693,49543.419,165511.009,3403.059,1026.103276,1049.8404,3307606.85,303718.658,475681.659,84553.26
1034*,1140,SR,13,711537.3,104830.85,4642.798,14290.435,10586.728,3367.278,4544.005,55241355.83,149346.71,15002.362,20464.915,63973.827,9969083.11,10400.566,8536.744,8349807.108,2553042.482,23719.32,21656211.26,65667.404,1243.0368,2286.2385,816.169413,1863.3875,52513.84,5922.7,442243.9,307795.574,123011.0485,11555344.18,736.73038,272306.185,3863389.14,86838.664,11505.2693,201941.347,14937449.1,92471.02,8279382.6,97508.72,7534.503,11601.949,4871592.43,62413.51,16991.017,153685.664,2976.867,24879.84184,1585.8513,3896818.62,587889.032,425444.165,81609.07
1047,1141,S,13,816952.7,61127.93,3099.538,13811.258,17148.31,2918.732,8821.7985,13330255.51,190239.98,3801.156,14025.322,49633.863,13555217.43,6922.091,8927.821,2098109.405,1122362.236,20266.48,17943028.02,13707.833,1176.7335,1422.4365,227.224913,1290.816723,24496.96,10850.173,339382.9,295127.455,130909.458,15930308.07,1091.74204,612263.589,3712672.88,173779.836,24315.3069,324514.4725,15744104.7,206308.63,8253359.6,209581.27,24775.456,13343.946,4621266.59,102689.789,24513.979,130344.992,2767.484,61274.09509,743.2384,5296945.43,728725.962,445341.43,79523.71
1048,1142,S,13,1002653.2,104022.31,3988.418,18601.345,4194.609,5888.395,3179.6535,46483593.71,159895.9,21160.946,19956.708,60138.755,12259914.13,8539.1113,7218.167,12308943.01,2752470.563,31498.57,23995651.02,59949.5045,812.0113,1705.8089,72.691597,2989.359959,64316.52,19031.956,471353.5,488526.69,128799.9105,12591021.49,305.67516,399266.054,3878374.96,189999.388,8462.6584,280670.699,14894120.6,112772.63,12238732.9,98753.97,11213.365,8869.714,3258528.5,114258.861,14889.405,196408.345,2460.126,1095.480402,669.6971,6470846.68,538604.094,686655.544,109583.69
Pool,1143,QC,13,912256.6,92967.15,3727.612,29265.616,20037.076,3537.328,4260.8905,35826938.46,270118.76,6081.338,30297.839,55912.483,16308797.03,27737.346,12425.33,13143426.53,5574708.665,88392.05,28224520.84,36755.2715,2334.6225,1093.5662,788.07,2921.881526,19100.21,16650.023,493898.2,478155.623,102674.7365,12613465.32,310.49529,397249.683,4359539.1,231522,34638.5741,155781.1855,15066633.8,107826.97,10060433.1,238026.8,48535.783,18800.102,3912764.15,120409.077,32577.539,131743.096,3499.605,3435.156576,904.0473,5026995.8,462031.594,839442.111,110179.13
1049,1144,S,13,930179.4,85667.41,5129.724,16872.867,9483.009,3858.382,7599.1905,35644260.97,386434.24,46532.073,27565.957,70415.451,19426644.15,8269.0501,7182.328,1709077.158,5115616.764,33404.45,25110718.41,68647.0885,1227.9771,2178.9913,665.015052,1783.0475,91385.01,70946.329,496121.7,288241.723,105172.003,13524040.2,528.36438,284153.637,4091411.35,241733.658,4464.8037,352913.319,11952861.3,96344.16,17432401,65221.63,35593.332,26664.622,4995013.33,55660.428,28652.305,136274.219,5497.999,128384.9861,1302.0212,6520893.76,384172.258,563907.303,138174.42
1050,1145,S,13,842533,123691.61,4411.49,14561.248,16806.713,4055.596,2060.415,26108435.07,175516.47,13746.072,17520.356,66568.428,11281039.98,3772.5219,7938.841,12733834.84,6660561.819,29492.67,25189918.64,29107.8195,1068.3982,1623.0987,202.104,1906.762628,30394.72,7224.756,560450.8,488296.718,83948.3987,10059795.09,1089.36042,331305.063,5255619.5,140152.638,121825.3396,187757.501,14146445.3,113667.91,6555628,139621.53,9486.319,5396.812,4851631.58,123713.307,14063.286,94529.216,3204.345,1064.06067,1505.0927,3842737.23,773891.37,671055.172,138765.69
1051,1146,S,13,681590.6,102779.91,5048.767,14121.582,13879.84,3750.119,2756.363,7075549.6,166952.78,18640.195,12574.249,65451.427,20685666.19,8267.0743,7670.97,8600540.552,4382372.818,28198.69,11649328.77,17367.2775,1013.529,1806.4115,551.836485,2445.801,33823.27,32677.597,469313.5,719135.407,92493.423,11997829.55,640.22855,213080.327,4851777.9,127173.102,17678.6279,173991.9556,18199427.8,102772.07,20210573.7,89067.21,8473.213,11436.037,4691261.66,78579.553,13086.612,118737.326,4552.685,53285.6259,1962.4031,4956819.05,272405.418,654547.79,94411.55
1052,1147,S,13,745071.4,131864.69,6713.888,21082.455,27422.871,2531.308,5595.0955,19375052.73,253301.05,16485.341,27211.347,75802.381,18423377.13,3781.9936,6399.127,2939501.944,4742558.409,36726.69,8584988.178,29896.386,1252.6193,1118.092,589.851599,2124.467323,29132.94,13704.306,327384.9,267510.518,85746.96,12602304.15,1897.62097,293336.83,5881649.12,169446.428,25412.602,120612.3225,18169186.6,95788.77,11045709.5,117215.83,15122.603,5908.814,3391214.22,60602.317,13671.792,116621.297,4315.733,12233.3095,1398.8643,5734748.45,469297.904,1110228.807,186032.98
1053,1148,S,13,829849.3,140003.79,4566.39,20303.569,22563.089,3606.838,NA,16032367.23,339540.41,3578.532,12188.371,75033,22554502.72,4087.1953,9150.977,11833989.72,1938569.894,38859.37,20562116.46,19829.693,918.9344,1220.4674,546.730217,1981.158556,34169.25,17829.154,260916.1,337724.324,94253.9025,10568509.63,455.79371,184023.851,4225404.21,141194.908,18949.3961,326579.968,16731290.9,96266.5,7718340.9,145094.65,7586.772,12989.392,2879771.42,14887.388,11987.818,121688.121,3707.363,532952.568,1217.7308,3802844.72,220126.168,520413.871,96622.27
1054,1149,S,13,728100.2,108297.39,3990.18,16189.496,10802.788,2992.465,3858.636,13420944.94,292370.16,3221.078,17031.963,68889.712,16974762.56,4840.883,7342.836,2409317.588,14582678.81,32404.89,19077327.8,51885.4365,143959.3042,2452.1971,224.593091,1404.632167,31850.59,18291.876,439838.1,209719.412,123806.855,11319316.95,2091.68806,224616.841,3066141.75,174825.324,3115.6437,182956.992,13256329.9,165052.28,7868860.2,141119.36,8832.948,15866.49,4811194.49,39108.074,20320.325,154194.593,3292.023,1636.269622,1317.0091,3648794.11,450006.995,549663.054,91899.99
1055,1150,S,13,997494,123013.94,5799.506,17342.33,41262.345,5952.394,3692.7385,35021884.12,151106.39,11957.633,24821.719,88915.598,15621387.55,3697.0899,8131.391,13423672.72,6657201.111,27270.4,11704642.6,65840.9035,1398.2421,979.07,224.386331,1499.986324,25571.31,5725.045,270123.3,217221.6,96569.764,12394385.69,1147.92031,448341.47,2794690.8,182645.4,134192.9802,261772.636,8831900.3,145211.27,4901540,160348.91,9040.231,15906.144,4862975.11,32011.674,12803.629,158520.416,3982.414,9201.643898,1515.4986,3888315.88,539779.342,544280.728,73013.03
